URL,content,Commercial/promotional,Content delivery,Entertainment,Error message,Gateway,Index,Informative,Journalistic,Scientific
http://www.amateur-teen-lesbian-sex.com/dacodas_blowjob_pics/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.all-free-hardcore-porno-pictures.com/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.all-free-hardcore-xxx-groupsex-orgy-gang-bang-pics.com/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.dailysexpix.com/x/old/a.htm,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.footfetish-footfetish.com/cr/retired/a.htm,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://mobys-sex.com/briana-banks-cassidey-orgy-sex/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.mindblowingporn.com/pornstar/brittney-skye/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,0
http://www.freeporndeluxe.com/bizarre/shemale/shemale-sex/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.adult-pictures.biz/bathing-latina-shemale/,"{'summary_text': 'Retired Lady My list of free sites with over 10,000 free pics ADULT SITE - READ BEFORE YOU ENTER: The material on this server is adult oriented and/or sexually explicit . Access is made available only to those who accept the terms of the following agreement: 1) I do not find images of nude adults, adults engaged in sexual acts, or other sexual material to be offensive or objectionable . 2) I am at least 18 years of age and have the legal right to possess adult material in my community '}",0,1,1,0,0,0,0,0,0
http://www.uk-mistresses.com/,"404 Not Found, Error: Name or service not known",0,0,0,0,1,0,0,0,0
http://www.nla-edmonton.ca/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,0
http://www.electriqueboutique.com/,"404 Not Found, Error: Name or service not known",0,1,0,0,0,0,0,0,0
http://www.sharpshooterstudios.com,"404 Not Found, Error: Name or service not known",1,0,0,0,1,0,0,0,0
http://www.touchclub.de/,"404 Not Found, Error: Name or service not known",0,0,0,0,1,0,0,0,0
http://www.viejasxxx.com,"{'summary_text': 'Plesk is a hosting control panel with simple and secure web server, website and web apps management tools . It is specially designed to help web professionals manage web, DNS, mail and other services through a comprehensive and user-friendly GUI .'}",0,0,0,1,0,0,0,0,0
http://www.jemontremesseins.com/,{'summary_text': 'This domain name is expired. For renewal instructions please click here . This webpage was generated by the domain owner using Sedo Domain Parking .'},0,1,0,0,0,0,0,0,0
http://www.videoscoquine.com,"404 Not Found, Error: Name or service not known",0,1,0,0,0,0,0,0,0
http://www.koocash.fr/,"{'summary_text': 'Cam Boys is one of the largest sites in the adult entertainment world today . It’s a great way to make money from home and if you are looking for a straight man to date, then you need to make sure that you have a good internet connection . You can also use the stroking motions to help get your man excited . The first tip for using live sex cams is to know exactly what you expect to get out of the experience .'}",1,0,0,0,0,0,0,0,0
http://hour.kir.jp/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.playboy022.jp/,"404 Not Found, Error: Name or service not known",1,0,0,0,1,0,0,0,0
http://www.kaga-hills.jp/,"404 Not Found, Error: Name or service not known",1,0,0,0,1,0,0,0,0
http://www.h-wave.jp/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://freehry.doupe.cz/rubriky/eroticke/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://ultimateperfection1.tripod.com,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,1,0,0
http://www.angelfire.com/anime2/korysdragonballhq/index.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,1,0,0
http://www.usagi.org/~doi/mtt/,"{'summary_text': 'In March 2024, Prime 1 Studio unleashes Transformers: Beast Wars Megatron Transmetal 2 . Demon Slayer Nezuko Kamado Figure Set Review . As part of Bandai’s premium “Perfect Grade”... Welcome, Gundam enthusiasts and curious onlookers alike! Today, I’m diving deep into the mecha trenches to bring you an in-depth review of the Master Grade (MG) RX-78-2 Gundam ver. 3.0 .'}",0,0,0,0,1,0,1,0,0
http://www.ex.org/4.6/18-anime_utenamovie.html,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.geocities.com/keyosrk/index.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,0,0,0
http://www.nihonreview.com/anime/spirit-of-wonder-the-scientific-boys-club/,{'summary_text': 'There is a manga by Ohta Tami () and ran in the magazine Fantasy DX . This document contains the following information .'},0,0,0,0,0,0,1,1,0
http://www.armchairempire.com/animereviews/scryed-vol-5.htm,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,1,0
http://www.angelfire.com/rpg/chrestapyral/sk.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,1,0,0
http://pac-man.classicgaming.gamespy.com/cartoon/,{'summary_text': 'Money Empire  All right reserved Get ready to launch your own business & kill it with SEO and Marketing . Removed from reading list Sign in to your account Username or Email Address Password Remember Me .'},0,0,1,0,0,0,0,0,0
http://dramacool.com.pa/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.jwmm.co.uk/frame.htm,"{'summary_text': 'Elihu Morgan: Uh-oh, Chongo!  1990-2024 by IMDb.com, Inc.'}",0,0,0,0,1,0,1,0,0
http://www.artinstitutes.edu/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,0
http://danslight.faithweb.com/index.html,"{'summary_text': ""The Legend of Shen Li (2024) Released: 2024 I'm SOLO (2021) Releases: 2021 The Wife (2022) Release D: 2022 Spiritpact (2018) Released . 2024 Bon-Us One Year Slay&Play Trip 2021 . 2018 Pyramid Game 2024 .""}",0,0,0,0,0,1,1,0,0
http://www.ecclsoc.org/,"{'summary_text': 'Punch-Drunk Love: Columbia Classics – Volume 4 (4K UHD Review) Abbott and Costello Show, The: Season 2 (Blu-ray Review) Night of the Blood Monster aka The Bloody Judge . Ferrari (Italian Import), Black Tight Killers .'}",0,0,0,0,1,0,0,0,0
http://www.edinburgharchitecture.co.uk/william_playfair.htm,"{'summary_text': 'John Wright Modelmaking is a studio specializing in the production of quality models, sets, puppets and props . We also manufacture a range of armatures and ball and socket joints for use within the animation industry . Our skilled team of model makers with backgrounds in engineering and sculpting have created work for many award winning film and advertising productions.'}",0,1,0,0,0,0,1,0,0
http://www.angelfire.com/ny/igfarben/index.html,"{'summary_text': 'We value your privacy By clicking ""Accept All"", you consent to our use of cookies . The cookies that are categorized as ""Necessary"" are stored on your browser as they are essential for enabling the basic functionalities of this site . Functional cookies are used to perform certain functionalities like sharing the content of the website on social media platforms, collecting feedback, and other third-party features . These cookies help perform certain metrics such as the number of visitors, bounce rate, traffic source, etc.'}",0,0,0,1,0,0,0,0,0
http://archnet.org/library/documents/collection.tcl?collection_id=87,"{'summary_text': 'The agenda for the AGM will be sent to members of the Society by post . The agenda, An... Saturday 27 April 2024 Join us for a walking tour of some of the wonderful churches in and around Richmond, led by expert guide, Paul Velluet .'}",0,0,0,0,0,0,1,0,0
http://www.abcgallery.com/g/grunewald/grunewald.html,{'summary_text': 'It looks like nothing was found at this location . Maybe try searching?'},0,1,0,0,0,0,1,0,0
http://www.nuigalway.ie/classics,"404 Not Found, Error: Name or service not known",0,0,0,0,1,0,0,0,0
http://www.fordham.edu/halsall/ancient/xeno-sparta1.html,"{'summary_text': 'By clicking ""Accept"", you agree to the storing of cookies on your device to enhance site navigation .'}",0,0,0,0,0,0,1,0,1
http://www.antiheroforhire.com/,"{'summary_text': 'Mathis Neithart or Nithart is a German painter born in 1470/80 supposedly in Würzburg . He later called himself Gothart, and erroneously his name was changed into Grünewald .'}",0,1,1,0,0,0,0,0,0
http://web.295.ca/~cornered/,"{'summary_text': ""BC.EDU LINKS The page you requested is not available . Please use the search feature, navigation, or the links below to find what you're looking for.""}",0,0,0,1,0,0,0,0,0
http://cagle.msnbc.com/hogan/interviews/johnston/home.asp,"{'summary_text': 'View Courses Each year more than 4,000 choose University of Galway as their University of choice . Find out what makes our University so special – from our distinguished history to the latest news and campus developments . Overview We explore and facilitate commercial opportunities for the research community at University Of Galway, as well as facilitating industry partnership .'}",0,0,0,1,0,0,0,0,0
http://www.machall.com/,{'summary_text': 'The Internet History Sourcebook is a collection of public domain and copy-permitted texts related to ancient history . The IHSP recognizes the contribution of Fordham University in providing web space and server support for the project.'},0,1,1,0,0,0,0,0,0
http://xkcd.com/,"{'summary_text': 'Adventurers and antihero for hire ANTIHERO for HIRE Villains thwarted, rock bottom prices The ongoing encounters of Shadehawk, as he battles against a truly baffling rogues gallery . Join Protagonist as she shakes up the destroyed world, one murder at a time .'}",0,1,1,0,0,0,0,0,0
http://www.hobbystar.com/upcomingevents/torontocomicon2009fae.html,{'summary_text': 'The requested URL /cornered/ was not found on this server .'},0,0,0,1,0,0,0,0,0
http://mikedawsoncomics.com/,"404 Not Found, Error: Name or service not known",0,1,1,0,0,0,0,0,0
http://www.fama.net/,"{'summary_text': '[[Ian\'s hand placing a figurine of a lady fighter]] But I unpacked most of them when I got there . The STFU box is back. There is a piece of paper on a pillar with ""Three Rings"" on it .'}",0,1,1,0,0,0,0,0,0
http://dragonvoice.org/dv_aibaby_review.html,"{'summary_text': ""This work is licensed under a Creative Commons Attribution-NonCommercial 2.5 License . You're free to copy and share these comics (but not to sell them). More details.""}",0,0,0,0,0,0,1,1,0
http://www.angelfire.com/on/moonroom/index.html,"{'summary_text': 'Mike Dawson is the author of numerous graphic novels and cartoon essays . His work has appeared at outlets as varied as Slate, The New Yorker, The Nib, Romper, The Comics Journal, and Amnesty International . He has been nominated for multiple Ignatz and Eisner Awards .'}",0,0,0,0,0,1,0,0,0
http://www.kenzerco.com/,"{'summary_text': ""Daughter Lucie s sketchbook is updated regularly and a new archive section is added so you won't miss any phase of her creative development . special process update The latest chapters of the Process Gallery exhaustively cover coloring and computer techniques . All site contents including but not limited to Vinnie, Alien Agent, Blid Elastril, SkullMask Clown, and all other prominent characters and likenesses thereof 1998 Gene Fama .""}",0,1,1,0,0,0,0,0,0
http://www.coletechno.com/cbm,"{'summary_text': 'Aishiteruze Baby by MAKI Youko Manga review written by riseabove77 Flighty, flirtatious high school student is unexpectedly thrust into the role of parent by annoying, controlling older sister bent on molding him into a responsible adult . Seventeen-year-old Kippei Katakura is a teenaged Lothario who could usually be found with a bevy of girls surrounding him . Reiko, the eldest, is appointed guardian to Yuzuyu, '}",1,0,0,0,1,0,0,0,0
http://www.vincelocke.com,"404 Not Found, Error: Name or service not known",0,1,0,0,0,0,0,0,0
http://www.stayfreemagazine.org/7/hothead.htm,"{'summary_text': 'Sailor Moon is a story told in the form of a manga, which is the Japanese word for comic book . It was written and illustrated by creator Naoko Takeuchi . There are 18 volumes of Saile Moon in total. Created in 1992, it was an instant hit and over the last several years it has spawned such spin-offs as a television show, three movies, several live-action musicals, and more merchandise than you could count .'}",0,0,0,0,0,0,1,1,0
http://www.danger-room.net/,"{'summary_text': 'KODT Back Issues (print and pdf) on sale at $1 each offering by month MONTHLY SCHEUDLE 2024 ISSUES ON SALE March 91 – 110 April 111 – 130 May 131 – 149 June 151 – 170 July 171–190 August 191– 210 September 211 – 250 November 251 – 299 . Each month in 2024, we will offer a LIMITED SUPPLY of back issues at just $1 a copy –'}",0,0,0,1,0,0,0,0,0
http://www.geocities.com/televisioncity/set/4637/,{'summary_text': 'Beaver Valley Software has been offering software for hobbyists and website owners since 1998. We have been offering Comic Book Millennium to comic book collectors since 1998 . We also offer applications for developers like our Help Writer and Easy Code Signing .'},0,0,0,1,0,0,0,0,0
http://www.beadofmyheart.com/,"{'summary_text': 'The book is done, the Kickstarter format is just a way to order it . The other survivors are trapped in alternate realities — imprisoned in imagined worlds full of zombies, robots, mythical creatures, and chaos .'}",0,0,0,1,0,0,0,0,0
http://www.redwillowforge.com/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.innovationaliron.com/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.123websiteservices.com/~junker/,"404 Not Found, Error: Name or service not known",1,0,0,0,0,0,0,0,0
http://www.modelengineeringsoc.com/,{'summary_text': 'I am a Senior Lecturer in the Department of Mechanical Engineering at the National University of Singapore (NUS) I do research in computational geometry and algorithms with engineering applications . I am also an origami artist .'},0,1,1,0,0,0,0,0,0
http://www.avi-biran.co.il/,"404 Not Found, Error: Name or service not known",0,0,0,0,1,0,1,0,0
http://www.fortunecity.com/westwood/carbon/506/,{'summary_text': 'The domain modelengineeringsoc.com maybe for sale . Click here for more information .'},0,0,0,1,0,0,0,0,0
http://www.digitalfreebies.com/,"{'summary_text': 'The Israel Coin and Mint of the Israel Government has issued a medal commemorating the tragedy of September 11, 2001 . The Jerusalem House of Quality, 12 Hebron Road, 93542 Jerusalem, Israel Tel: 92-2-6735242 Fax: 972-2-9922555 Mobile: 982-54-5560555 .'}",0,0,0,1,0,0,0,0,0
http://blog.craftychickonline.com/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://firstview.com/collection.php?s_d=222,"404 Not Found, Error: Name or service not known",0,1,0,0,0,0,0,0,0
http://firstview.com/collection.php?s_d=1756,"{'summary_text': ""I've been knitting for over 18 years . I'm a fan of knitting, and I love knitting . It's been a bit delirious, but it's not a bad thing . Then I decided to get back to Ravelry . Here's a new book from Kate Davies .""}",0,1,0,0,0,0,0,0,0
http://www.mee.tcd.ie/~bruckerj/simpletext/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://electroland.net,"{'summary_text': ""Greetings Knitters! I am back... having been nowhere in particular, for over two months . I shall spare you my musings on my being busy blah... because honestly though, who isn't? Nothing makes for more boring conversation/blog reading than 'busy talk' but let's just say that life has happened, it's all good, but I am glad to be back here on the blog .""}",0,1,0,0,0,0,0,0,0
http://www.gwcc.commnet.edu/academics.aspx?id=274&amp;terms=&amp;searchtype=2&amp;fragment=true,{'summary_text': 'First name Email = Login Choose password Confirm password Phone number Email : Login Not Registered? Click Here . Registering with firstVIEW allows you to create and save images in your own folder .'},0,0,0,1,0,0,0,0,0
http://www.askoxford.com/,{'summary_text': 'First name Email = Login Choose password Confirm password Phone number Email : Login Not Registered? Click Here . Registering with firstVIEW allows you to create and save images in your own folder .'},0,0,0,0,1,0,1,0,0
http://pagesperso-orange.fr/absolutenglish-972/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.owls.co.za/,Copyright 2021 All Rights Reserved Electroland,0,0,0,0,1,0,0,0,0
http://www.eccthai.com/,{'summary_text': 'HTTP Error 404. The requested resource is not found.'},0,0,0,0,1,0,0,0,0
http://www.stgiles.co.uk/,"404 Not Found, Error: Name or service not known",1,0,0,0,1,0,0,0,0
http://www.english-language.uk.com/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.speakingenglish.co.uk/,{'summary_text': 'OUTER WORLD LIMITS To develop and become the leading community of UFO enthusiasts in Southern Africa through fun and informative sharing that is aligned with international UFO culture . We provide information through a series of channels to create excitement and interest in the UFO phenomenon .'},0,0,0,1,0,0,0,0,0
http://brooklyn_edu.tripod.com/,"{'summary_text': 'c tip Gii phông ca nhà sách Tin Th và trn tnh và trong cách tàng th càn thành, u tác i, tuy này n, nhng ta ng, thô'}",0,0,0,0,1,0,0,0,0
http://iteslj.org/c/webidea.html,"{'summary_text': 'We value your privacy We use cookies to enhance your browsing experience, serve personalized ads or content, and analyze our traffic . By clicking ""Accept All"", you consent to our use of cookies. No cookies to display . Agent Zone Find my perfect experience years\' experience nationalities schools recommended rate . St Giles offers you a wide choice of courses at our English language schools to meet your personal needs .'}",0,0,0,1,0,0,0,0,0
http://www.lonesomeroad.com,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://seamagick.net/mermaid/,"{'summary_text': 'The seller first delivers the domain to us, then we send you your tailored transfer instructions . You can cancel an installment transaction whenever you want . The VAT rate provided on this page is only an example . This amount is an estimate based on the most recent currency conversion rate .'}",0,0,0,1,0,0,0,0,0
http://lair2000.net/mermaids_retreat/mermaids_retreat.html,{'summary_text': 'A bridge for Communication for more Informations call Querétaro 212-77-18 or write an E-Mail to Brooklyn_edu@hotmail.com.'},0,0,0,1,0,0,0,0,0
http://www.dragon-warrior.com/bestiary/,"{'summary_text': ""I'm an English teacher and I feel that I have the responsibility to say the words right . At my school, I have different nationalities colleagues who have different pronounciation with the words depending on their background . Please lead me to a site that is more effective than the dictionary phonotics .""}",0,0,0,0,0,1,1,0,0
http://www.treeshark.com/,"404 Not Found, Error: Name or service not known",0,1,0,0,0,0,0,0,0
http://www.aeroseartistry.com/,The requested URL was not found on this server.,0,0,0,1,0,0,0,0,0
http://www.suga-rat.com/,"{'summary_text': 'if this is your domain, contact your service provider for more information.'}",0,0,0,1,0,0,0,0,0
http://www.lindsaystephenson.com/,"{'summary_text': 'On July 1, 2015, H-Net Council voted to decommission H-Indiana and several other networks dedicated to the study of the history and culture of Midwestern US states . Subscribers to H-Midwest have all been automatically subscribed to the network . It opens with a roundtable on a fitting topic: ""Why Midwestern Studies?""'}",0,1,0,0,0,0,0,0,0
http://myweb.tiscali.co.uk/speel/illus/gaskin.htm,{'summary_text': 'www.aeroseartistry.com is currently unable to handle this request .'},0,0,0,1,0,0,0,0,0
http://joaniebrep.com/artists/hanson/hanson1.html,{'summary_text': 'Sedo Domain Parking maintains no relationship with third party advertisers . Reference to any specific service or trade mark is not controlled by sedo nor does it constitute or imply its association .'},0,1,0,0,0,0,0,0,0
http://rebeccakramerart.netfirms.com/,"404 Not Found, Error: Name or service not known",0,0,0,1,0,0,0,0,0
http://www.bpib.com/illustra.htm,"{'summary_text': 'Lindsay Stephenson is a Canadian designer, artist and business woman that has product lines in retailers across North America . Over the last decade she has grown her business from a personalized stationery company to a company that licences artwork, sells to world class companies . From stationery to bedding, wall art, photography and accessories, Lindsay’s work is known for being playful and on trend in colour and design . Lindsay and her work have been featured in numerous international publications such as Today’s Parent magazine, Pregnancy Magazine, Style'}",0,0,1,0,0,0,0,0,0
http://www.nidus-corp.com,"404 Not Found, Error: Name or service not known",1,0,0,0,0,0,1,0,0
http://www.randomhouse.com/boldtype/1098/ackroyd/index.html,"{'summary_text': 'The French Hotel will host The Athletics in the Olympics Library Journal Cover Art MSP Magazine Quaint Quadrant – 44th and France From the Archives – Dancing Fools Harvard Business Review For Success with AI — Bring Everyone On Board The Wall Street Journal Keywords by Christopher Mims Joanie Bernstein Art Rep | 756 Eighth Avenue South, Naples Florida 34102 | Tele.'}",0,0,0,0,0,0,1,0,0
http://www.kirjasto.sci.fi/jmcain.htm,{'summary_text': 'Books Kids Popular Authors & Events Recommendations Audio Popular Books Popular New & Noteworthy Bestsellers Popular Series The Parenting Book Guide Books to Read Before Bed Books for Middle Graders Trending Series Who Was? Magic Tree House The Last Kids on Earth Mad Libs Planet Omar View All > Popular Trending Trending This Week Top Must-Read Romances Page-Turning Series To Start Now Books to Cope With Anxiety Short Reads Anti-Racist Resources Staff Picks Romance Mystery '},0,0,0,1,0,0,0,0,0
http://www.inch.com/~ari/ac1.html,"{'summary_text': 'Frank Bidart was born in Bakersfield, California, on May 27, 1939 . He was a student and friend of Robert Lowell and Elizabeth Bishop . His first volume of poetry, Golden State (G. Braziller, 1973) was selected by poet Richard Howard for Braziller Poetry series .'}",0,0,0,1,0,0,0,0,0
http://www.geocities.com/fantasticreviews/shadow_giant.htm,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,0,1,0
http://docsouth.unc.edu/southlit/chesnuttmarrow/menu.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,1
http://www.geocities.com/area51/corridor/2997/,"{'summary_text': 'Inch.com encapsulates a world of possibilities within its four letters . It evokes precision, attention to detail, and a relentless pursuit of perfection . We initiate most domain transfers within 1 Business day of purchase . You can begin using the domain immediately after your first payment .'}",0,0,0,1,0,0,0,0,0
http://www.metroactive.com/papers/metro/08.29.96/doig-9635.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,1
http://www.fln.vcu.edu//jg/broom_e.html,{'summary_text': 'Return to Library of Southern Literature Home Page Return to Documenting the American South Home Page . Return to The North Carolina Experience Home Page'},0,0,0,1,0,0,0,0,0
http://www.bartleby.com/217/0202.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,1
http://www.quebecoislibre.org/000429-3.htm,"{'summary_text': ""Ivan Doig, a phenomenal writer of stunning prose and simple eloquence, is resorting to a contrived mystery technique to lure readers toward the end of his new novel . If anything, Bucking the Sun lures its voyeurs back to Montana--Doig's Montana of the 1930s and '40s . It replays the rugged heartfelt qualities and foibles of the men and the steadfast strength and devotion of women, each measured by the""}",0,0,0,0,0,0,1,0,1
http://lubbockonline.com/news/091197/jack.htm,{'summary_text': 'Negative SpaceTM Copyright  1994-2024 Jerry Stratton . Individual copyrights remain held by their respective authors unless they specify otherwise.'},0,0,0,0,0,0,1,1,0
http://www.wondersmith.com/scifi/mail.htm,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,1,0,1
http://etext.lib.virginia.edu/etcbin/browse-mixed-new?id=neilast&amp;images=images/modeng&amp;data=/texts/english/modeng/parsed&amp;tag=public,"{'summary_text': 'The Cambridge History of English and American Literature in 18 Volumes (1907–21), Volume VII. Cavalier and Puritan . The fascination of George Herbert is due as much to his character as to his writings . But The Temple, and its prose companion, A Priest to the Temple (1652), had already revealed the presence of conflicting traits in their author’s character .'}",0,0,0,1,0,0,0,0,0
http://www.tomtrueheart.com/,The requested URL was not found on this server.,0,0,0,1,0,0,0,0,0
http://www.alia.org.au/~kwatson/oakley/oakley.html,"{'summary_text': ""Edna O'Brien was born on December 15, 1930, in Tuamgraney, County Clare . She married Ernest Gebler in 1951, but the marriage was dissolved in 1964 . The content of her work has also been coloured by Irish lore and history .""}",0,0,0,1,0,0,0,0,0
http://www.mariambudia.com/english.html,"{'summary_text': 'Muriel Rukeyser was born on December 15, 1913, in New York City . Her first collection of poems, Theory of Flight, won the Yale Series of Younger Poets competition in 1935 . The violence and injustice she saw in the United States and abroad informed her poetry .'}",1,0,0,0,0,0,0,0,0
http://www.bygosh.com,"404 Not Found, Error: Name or service not known",0,0,0,0,1,0,0,0,0
http://www.scifi.com/sfw/issue32/web.html,{'summary_text': 'The action you just performed triggered the security solution . You can email the site owner to let them know you were blocked . Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page .'},0,0,0,0,0,0,1,0,1
http://www.panix.com/~alexx/brust.html,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,0,0,0
http://www.terrypratchettbooks.org/,"{'summary_text': ' ()() 1958(GJB9001A-2001),, , CCS[BVABSLRDNV).'}",0,0,0,0,1,0,0,0,0
http://www.thelandofshadow.com/,"{'summary_text': 'byGosh.com will never knowingly infringe on U.S. copyright protection . If any item proves to be protected by US copyright, we will sincerely apologize and immediately remove it .'}",0,0,0,1,0,0,0,0,0
http://www.edwardhumes.com/narrative.shtml,"{'summary_text': 'Get first access to never-before-seen videos, exclusive interviews, and much more!'}",0,0,0,0,0,0,0,1,0
http://www.francinemathews.com,"{'summary_text': ""I'm a fan of Steven Brust's work in general, and his Dragaera novels in particular . Being an amateur 'fictional historian', it was natural for me to create a timeline for Dragaeran History .""}",1,0,0,0,0,0,0,0,0
http://www.pernmu.com/,"{'summary_text': ""Jane Austen's health is in slow decline, and threatens to cease progress on her latest manuscript . Winchester College is a world unto itself, with its own language and rites of passage, cruel hazing and dangerous pranks . Nantucket Police Chief Meredith Folger is acutely conscious of the stress COVID-19 has placed on the community she loves .""}",0,0,0,1,0,0,0,0,0
http://www.sfcrowsnest.com/sfnews2/04_july/review0704_10.shtml,"{'summary_text': ""The cutting-edge stories appearing in the pages of Alfred Hitchcock’s Mystery Magazine have won numerous awards and run the gamut of mystery’s subgenres from the classic whodunit to hardboiled private-eye tales to pure suspense . Don’t miss another thrilling story... visit Alfredhitchcock's Mystery magazine and Ellery Queen’s mystery Magazine to see current issue offerings and order your copies today!""}",0,0,0,0,0,0,0,1,0
http://www.columbia.edu/cu/review/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,0,0,1,1
http://members.tripod.com/~srinivasp/mythology/,"{'summary_text': 'A szervezet a szöválászárát, hogy a vérnyomás ellen az egyógyszerek . A naturiste oferă astăzi un număr de modalităţi de mărire a penisului nu este o măsură temporară, iar mai mic de 4 cm este considerat un micropenis . De asemenea, această percepție este caracteristică în acest caz '}",0,0,0,1,0,0,0,0,0
http://www.english.cam.ac.uk/ceres/ehoc/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,0,0,0
http://haikuguy.com/issa/,{'summary_text': 'LiteSpeed Technologies Inc. is not a web hosting company and has no control over content found on this site .'},0,0,0,0,1,0,0,0,0
http://www.finnanohare.co.uk/,"{'summary_text': 'If you entered the URL manually please check your spelling and try again. If you think this is a server error, please contact the webmaster.'}",0,0,0,1,0,0,0,0,0
http://epc.buffalo.edu/authors/,"404 Not Found, Error: Name or service not known",0,0,0,0,0,1,0,0,0
http://fayette.k12.in.us/~cbeard/cy/index.html,"{'summary_text': ""This website presents over 12,000 of Issa's haiku in a searchable archive . This has been a labor of love begun over forty years ago . There are, of course, mistakes, but when visitors to the archive inform me of them immediately .""}",0,0,0,1,0,0,0,0,0
